~F021-2100RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F021-2200RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F021-2300RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F021-2400RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F021-2500RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F021-2600RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F021-2700RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F021-2800RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F021-2900RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F021-3000RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F021-3100RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED POINT NEXT TO SHUTTLE~
~F021-3200RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED CONTOUR CHECK~
~F021-3300RB1~	,~~	,~~	,~0~	,~0~	,~NOP~
~F031-0100RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED/LEFT HBW OG~
~F031-0200RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED POINT NEXT TO SHUTTLE~
~F031-0300RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-0300VS1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-0400RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED POINT NEXT TO SHUTTLE~
~F031-0500RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED POINT NEXT TO SHUTTLE~
~F031-0600RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F031-0700RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F031-0800RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F031-0900RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-0900VS1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-1000RB1~	,~~	,~~	,~0~	,~0~	,~TO LEFT SHUTTLE~
~F031-1100RB1~	,~~	,~~	,~0~	,~0~	,~NOP~
~F031-1200RB1~	,~~	,~~	,~0~	,~0~	,~NOP~
~F031-1300RB1~	,~~	,~~	,~0~	,~0~	,~NOP~
~F031-1400RB1~	,~~	,~~	,~0~	,~0~	,~NOP~
~F031-1500RB1~	,~~	,~~	,~0~	,~0~	,~NOP~
~F031-1600RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED BIN SELECTION POINT~
~F031-1700RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-1800RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED POINT NEXT TO SHUTTLE~
~F031-1900RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED POINT NEXT TO SHUTTLE~
~F031-1900VS1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-2000RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F031-2100RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-2200RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-2300RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-2400RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F031-2500RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED PRIMER BC ROBOT~
~F031-2600RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-2700RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED POINT NEXT TO SHUTTLE~
~F031-2700VS1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-2900RB1~	,~~	,~~	,~0~	,~0~	,~TO LEFT SHUTTLE~
~F031-3000RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-3100RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-3200RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-3300RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-3400RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-3500RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED TERMINAL~
~F031-3600RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-3700RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED CC CONTROL~
~F031-3800RB1~	,~~	,~~	,~0~	,~0~	,~TO LEFT SHUTTLE~
~F031-3900RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-4000RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-4100RB1~	,~~	,~~	,~0~	,~0~	,~TO LEFT SHUTTLE~
~F031-4200RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-4300RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-4400RB1~	,~~	,~~	,~0~	,~0~	,~TO LEFT SHUTTLE~
~F031-4500RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-4600RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-4700RB1~	,~~	,~~	,~0~	,~0~	,~TO LEFT SHUTTLE~
~F031-4800RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-4900RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-5000RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-5100RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-5200RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-5300RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-5400RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-5500RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-5600RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~F031-5700RB1~	,~~	,~~	,~0~	,~0~	,~TO REACHED NEXT POINT~
~HBW~	,~~	,~~	,~0~	,~0~	,~TO REACHED HBW~


